,Tipo greedy,Cambio promedio,Valor objetivo,Tiempo
0,normal,0,2.670945142222694,0.0039575099945068
1,normal,0,2.670945142222694,0.0037329196929931
2,normal,0,2.670945142222694,0.0037372112274169
3,normal,0,2.670945142222694,0.0035135746002197
4,normal,0,2.670945142222694,0.003610610961914
5,normal,0,2.670945142222694,0.0034337043762207
6,normal,0,2.670945142222694,0.0036511421203613
7,normal,0,2.670945142222694,0.0036325454711914
8,normal,0,2.670945142222694,0.0033013820648193
9,normal,0,2.670945142222694,0.0034582614898681
10,normal,0,2.670945142222694,0.0033824443817138
11,normal,0,2.670945142222694,0.0033061504364013
12,normal,0,2.670945142222694,0.0033562183380126
13,normal,0,2.670945142222694,0.0037293434143066
14,normal,0,2.670945142222694,0.0034470558166503
15,normal,0,2.670945142222694,0.0036475658416748
16,normal,0,2.670945142222694,0.0034630298614501
17,normal,0,2.670945142222694,0.0036866664886474
18,normal,0,2.670945142222694,0.0033099651336669
19,normal,0,2.670945142222694,0.0033159255981445
20,normal,0,2.670945142222694,0.0033025741577148
21,normal,0,2.670945142222694,0.0032057762145996
22,normal,0,2.670945142222694,0.0033140182495117
23,normal,0,2.670945142222694,0.0035493373870849
24,normal,0,2.670945142222694,0.0034182071685791
25,normal,0,2.670945142222694,0.003946304321289
26,normal,0,2.670945142222694,0.0034582614898681
27,normal,0,2.670945142222694,0.003556489944458
28,normal,0,2.670945142222694,0.0032711029052734
29,normal,0,2.670945142222694,0.0033042430877685
30,normal,0,2.670945142222694,0.0051898956298828
31,normal,0,2.670945142222694,0.0033769607543945
32,normal,0,2.670945142222694,0.0035347938537597
33,normal,0,2.670945142222694,0.0033023357391357
34,normal,0,2.670945142222694,0.0033349990844726
35,normal,0,2.670945142222694,0.0049831867218017
36,normal,0,2.670945142222694,0.0037667751312255
37,normal,0,2.670945142222694,0.0035455226898193
38,normal,0,2.670945142222694,0.0034232139587402
39,normal,0,2.670945142222694,0.0053315162658691
40,normal,0,2.670945142222694,0.0037002563476562
41,normal,0,2.670945142222694,0.0037126541137695
42,normal,0,2.670945142222694,0.0033588409423828
43,normal,0,2.670945142222694,0.0037136077880859
44,random,0,2.670945142222694,0.0837244987487793
45,random,0,2.670945142222694,0.1006150245666503
46,random,0,2.242423909801688,0.0837640762329101
47,random,0,2.242423909801688,0.0811300277709961
48,normal,0,2.670945142222694,0.0035409927368164
49,normal,0,2.670945142222694,0.0038747787475585
50,normal,0,2.670945142222694,0.0038108825683593
51,normal,0,2.670945142222694,0.0032384395599365
52,random,0,2.242423909801688,0.0867006778717041
53,random,0,2.242423909801688,0.0846695899963378
54,random,0,2.242423909801688,0.0848910808563232
55,random,0,2.242423909801688,0.12108039855957031
