,Tipo greedy,Cambio promedio,Valor objetivo,Tiempo
0,normal,0,2.127223552198248,0.005488634109497
1,normal,0,2.127223552198248,0.0042808055877685
2,normal,0,2.127223552198248,0.0044836997985839
3,normal,0,2.127223552198248,0.0040082931518554
4,normal,0,2.127223552198248,0.0042235851287841
5,normal,0,2.127223552198248,0.0044984817504882
6,normal,0,2.127223552198248,0.004281997680664
7,normal,0,2.127223552198248,0.0039985179901123
8,normal,0,2.127223552198248,0.0041491985321044
9,normal,0,2.127223552198248,0.0042793750762939
10,normal,0,2.127223552198248,0.005401611328125
11,normal,0,2.127223552198248,0.0043952465057373
12,normal,0,2.127223552198248,0.004723310470581
13,normal,0,2.127223552198248,0.0042157173156738
14,normal,0,2.127223552198248,0.0041286945343017
15,normal,0,2.127223552198248,0.0044276714324951
16,normal,0,2.127223552198248,0.0065219402313232
17,normal,0,2.127223552198248,0.0042469501495361
18,normal,0,2.127223552198248,0.0040779113769531
19,normal,0,2.127223552198248,0.0047624111175537
20,normal,0,2.127223552198248,0.0044949054718017
21,normal,0,2.127223552198248,0.0042130947113037
22,normal,0,2.127223552198248,0.0041027069091796
23,normal,0,2.127223552198248,0.0043518543243408
24,normal,0,2.127223552198248,0.0040762424468994
25,normal,0,2.127223552198248,0.0039381980895996
26,normal,0,2.127223552198248,0.0040862560272216
27,normal,0,2.127223552198248,0.0043325424194335
28,normal,0,2.127223552198248,0.0044825077056884
29,normal,0,2.127223552198248,0.0040559768676757
30,normal,0,2.127223552198248,0.0043878555297851
31,normal,0,2.127223552198248,0.0043568611145019
32,normal,0,2.127223552198248,0.0043373107910156
33,normal,0,2.127223552198248,0.0042662620544433
34,normal,0,2.127223552198248,0.0043330192565917
35,normal,0,2.127223552198248,0.0040724277496337
36,normal,0,2.127223552198248,0.0045082569122314
37,normal,0,2.127223552198248,0.0046310424804687
38,normal,0,2.127223552198248,0.0045623779296875
39,normal,0,2.127223552198248,0.0040786266326904
40,normal,0,2.127223552198248,0.0041103363037109
41,normal,0,2.127223552198248,0.004481554031372
42,normal,0,2.127223552198248,0.0040245056152343
43,normal,0,2.127223552198248,0.0043878555297851
44,random,0,1.84003958487552,0.0958802700042724
45,random,0,1.84003958487552,0.0963888168334961
46,random,0,2.127223552198248,0.0942749977111816
47,random,0,1.84003958487552,0.1007657051086425
48,normal,0,2.127223552198248,0.0046241283416748
49,normal,0,2.127223552198248,0.0041761398315429
50,normal,0,2.127223552198248,0.0044176578521728
51,normal,0,2.127223552198248,0.0042364597320556
52,random,0,1.84003958487552,0.1110258102416992
53,random,0,1.9277674631180448,0.0987942218780517
54,random,0,1.84003958487552,0.1030910015106201
55,random,0,1.84003958487552,0.09388327598571777
