,Tipo greedy,Cambio promedio,Valor objetivo,Tiempo
0,normal,0,4.406410570388205,0.0057775974273681
1,normal,0,4.406410570388205,0.0046439170837402
2,normal,0,4.406410570388205,0.0047502517700195
3,normal,0,4.406410570388205,0.005103588104248
4,normal,0,4.406410570388205,0.0042860507965087
5,normal,0,4.406410570388205,0.0042915344238281
6,normal,0,4.406410570388205,0.004667043685913
7,normal,0,4.406410570388205,0.0044021606445312
8,normal,0,4.406410570388205,0.0043997764587402
9,normal,0,4.406410570388205,0.004688024520874
10,normal,0,4.406410570388205,0.0046098232269287
11,normal,0,4.406410570388205,0.0042433738708496
12,normal,0,4.406410570388205,0.0045466423034667
13,normal,0,4.406410570388205,0.0044288635253906
14,normal,0,4.406410570388205,0.0043232440948486
15,normal,0,4.406410570388205,0.0047526359558105
16,normal,0,4.406410570388205,0.0044226646423339
17,normal,0,4.406410570388205,0.0046775341033935
18,normal,0,4.406410570388205,0.0049443244934082
19,normal,0,4.406410570388205,0.0043134689331054
20,normal,0,4.406410570388205,0.0042312145233154
21,normal,0,4.406410570388205,0.0048198699951171
22,normal,0,4.406410570388205,0.0048451423645019
23,normal,0,4.406410570388205,0.0044538974761962
24,normal,0,4.406410570388205,0.0047056674957275
25,normal,0,4.406410570388205,0.0045475959777832
26,normal,0,4.406410570388205,0.0044972896575927
27,normal,0,4.406410570388205,0.0045275688171386
28,normal,0,4.406410570388205,0.0040936470031738
29,normal,0,4.406410570388205,0.0051238536834716
30,normal,0,4.406410570388205,0.0043931007385253
31,normal,0,4.406410570388205,0.0047001838684082
32,normal,0,4.406410570388205,0.0044126510620117
33,normal,0,4.406410570388205,0.0042502880096435
34,normal,0,4.406410570388205,0.0048458576202392
35,normal,0,4.406410570388205,0.0042974948883056
36,normal,0,4.406410570388205,0.004549503326416
37,normal,0,4.406410570388205,0.0044910907745361
38,normal,0,4.406410570388205,0.0048213005065917
39,normal,0,4.406410570388205,0.0066959857940673
40,normal,0,4.406410570388205,0.004932165145874
41,normal,0,4.406410570388205,0.0044806003570556
42,normal,0,4.406410570388205,0.0041368007659912
43,normal,0,4.406410570388205,0.004338264465332
44,random,0,4.406410570388205,0.1566605567932129
45,random,0,4.406410570388205,0.1054317951202392
46,random,0,4.406410570388205,0.1195964813232421
47,random,0,4.406410570388205,0.1104722023010253
48,normal,0,4.406410570388205,0.0042736530303955
49,normal,0,4.406410570388205,0.0045092105865478
50,normal,0,4.406410570388205,0.0045151710510253
51,normal,0,4.406410570388205,0.0046350955963134
52,random,0,4.406410570388205,0.1085233688354492
53,random,0,4.406410570388205,0.1245443820953369
54,random,0,4.406410570388205,0.1156177520751953
55,random,0,4.406410570388205,0.11649584770202637
