,Tipo greedy,Cambio promedio,Valor objetivo,Tiempo
0,normal,0,5.1431131780343335,0.006840705871582
1,normal,0,5.1431131780343335,0.0085930824279785
2,normal,0,5.1431131780343335,0.0064940452575683
3,normal,0,5.1431131780343335,0.0067453384399414
4,normal,0,5.1431131780343335,0.0063695907592773
5,normal,0,5.1431131780343335,0.0068395137786865
6,normal,0,5.1431131780343335,0.0067675113677978
7,normal,0,5.1431131780343335,0.0069947242736816
8,normal,0,5.1431131780343335,0.0076580047607421
9,normal,0,5.1431131780343335,0.0071029663085937
10,normal,0,5.1431131780343335,0.0063283443450927
11,normal,0,5.1431131780343335,0.0069715976715087
12,normal,0,5.1431131780343335,0.0063109397888183
13,normal,0,5.1431131780343335,0.0065176486968994
14,normal,0,5.1431131780343335,0.006484031677246
15,normal,0,5.1431131780343335,0.0065851211547851
16,normal,0,5.1431131780343335,0.0073096752166748
17,normal,0,5.1431131780343335,0.0063965320587158
18,normal,0,5.1431131780343335,0.006312608718872
19,normal,0,5.1431131780343335,0.0065822601318359
20,normal,0,5.1431131780343335,0.0068786144256591
21,normal,0,5.1431131780343335,0.0066947937011718
22,normal,0,5.1431131780343335,0.0064232349395751
23,normal,0,5.1431131780343335,0.0065844058990478
24,normal,0,5.1431131780343335,0.006211519241333
25,normal,0,5.1431131780343335,0.0100905895233154
26,normal,0,5.1431131780343335,0.0062849521636962
27,normal,0,5.1431131780343335,0.006943941116333
28,normal,0,5.1431131780343335,0.0069634914398193
29,normal,0,5.1431131780343335,0.0060710906982421
30,normal,0,5.1431131780343335,0.0065140724182128
31,normal,0,5.1431131780343335,0.0066251754760742
32,normal,0,5.1431131780343335,0.0065386295318603
33,normal,0,5.1431131780343335,0.0066497325897216
34,normal,0,5.1431131780343335,0.0066227912902832
35,normal,0,5.1431131780343335,0.0069789886474609
36,normal,0,5.1431131780343335,0.0068049430847167
37,normal,0,5.1431131780343335,0.0069372653961181
38,normal,0,5.1431131780343335,0.0064845085144042
39,normal,0,5.1431131780343335,0.0065245628356933
40,normal,0,5.1431131780343335,0.0068140029907226
41,normal,0,5.1431131780343335,0.0074174404144287
42,normal,0,5.1431131780343335,0.0063726902008056
43,normal,0,5.1431131780343335,0.0066235065460205
44,random,0,5.1431131780343335,0.1761348247528076
45,random,0,5.1431131780343335,0.1664283275604248
46,random,0,5.1431131780343335,0.2488236427307129
47,random,0,5.1431131780343335,0.2183842658996582
48,normal,0,5.1431131780343335,0.006810188293457
49,normal,0,5.1431131780343335,0.0064094066619873
50,normal,0,5.1431131780343335,0.0063166618347167
51,normal,0,5.1431131780343335,0.0065643787384033
52,random,0,5.1431131780343335,0.1615197658538818
53,random,0,5.1431131780343335,0.173424482345581
54,random,0,5.1431131780343335,0.1934309005737304
55,random,0,5.1431131780343335,0.17112255096435547
